Source,from_loc,from_geoid,from_date_1,Target,to_loc,to_geoid,to_date_1,date_gap
NODE_0003943,Caddo Parish,22017,2021-07-19,NODE_0003946,Caddo Parish,22017,2021-07-21,2
NODE_0003946,Caddo Parish,22017,2021-07-21,hCoV-19/USA/LA-EVTL3724/2021,Caddo Parish,22017,2021-07-21,0
NODE_0003946,Caddo Parish,22017,2021-07-21,NODE_0003947,Caddo Parish,22017,2021-08-03,13
NODE_0003947,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL4082/2021,Caddo Parish,22017,2021-08-06,3
NODE_0003947,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL4153/2021,Caddo Parish,22017,2021-08-10,7
NODE_0003728,Caddo Parish,22017,2021-07-06,NODE_0003747,Caddo Parish,22017,2021-07-17,11
NODE_0003747,Caddo Parish,22017,2021-07-17,NODE_0003749,Caddo Parish,22017,2021-08-01,15
NODE_0003749,Caddo Parish,22017,2021-08-01,hCoV-19/USA/LA-EVTL4684/2021,Caddo Parish,22017,2021-08-13,12
NODE_0003749,Caddo Parish,22017,2021-08-01,hCoV-19/USA/LA-EVTL4438/2021,Caddo Parish,22017,2021-08-17,16
NODE_0003747,Caddo Parish,22017,2021-07-17,NODE_0003951,Caddo Parish,22017,2021-07-26,9
NODE_0003951,Caddo Parish,22017,2021-07-26,hCoV-19/USA/LA-EVTL3796/2021,Caddo Parish,22017,2021-07-26,0
NODE_0003747,Caddo Parish,22017,2021-07-17,NODE_0003752,Caddo Parish,22017,2021-07-22,5
NODE_0003752,Caddo Parish,22017,2021-07-22,NODE_0003954,Caddo Parish,22017,2021-07-30,8
NODE_0003954,Caddo Parish,22017,2021-07-30,hCoV-19/USA/LA-EVTL5513/2021,Caddo Parish,22017,2021-08-06,7
NODE_0003752,Caddo Parish,22017,2021-07-22,NODE_0003757,Caddo Parish,22017,2021-07-29,7
NODE_0003757,Caddo Parish,22017,2021-07-29,NODE_0003963,Caddo Parish,22017,2021-08-05,7
NODE_0003963,Caddo Parish,22017,2021-08-05,hCoV-19/USA/LA-EVTL5843/2021,Caddo Parish,22017,2021-08-20,15
NODE_0003963,Caddo Parish,22017,2021-08-05,hCoV-19/USA/LA-EVTL5688/2021,Caddo Parish,22017,2021-08-24,19
NODE_0003757,Caddo Parish,22017,2021-07-29,NODE_0003763,Caddo Parish,22017,2021-08-03,5
NODE_0003763,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL5172/2021,Caddo Parish,22017,2021-08-08,5
NODE_0003763,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL5685/2021,Caddo Parish,22017,2021-08-23,20
NODE_0003763,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL5679/2021,Caddo Parish,22017,2021-08-22,19
NODE_0003666,Caddo Parish,22017,2021-09-01,hCoV-19/USA/LA-EVTL5031/2021,Caddo Parish,22017,2021-09-03,2
NODE_0003666,Caddo Parish,22017,2021-09-01,hCoV-19/USA/LA-EVTL5590/2021,Caddo Parish,22017,2021-09-11,10
NODE_0003677,Caddo Parish,22017,2021-07-17,hCoV-19/USA/LA-EVTL4511/2021,Caddo Parish,22017,2021-08-04,18
NODE_0003677,Caddo Parish,22017,2021-07-17,hCoV-19/USA/LA-EVTL4487/2021,Caddo Parish,22017,2021-08-04,18
NODE_0003677,Caddo Parish,22017,2021-07-17,NODE_0003689,Caddo Parish,22017,2021-07-24,7
NODE_0003689,Caddo Parish,22017,2021-07-24,hCoV-19/USA/LA-EVTL3668/2021,Caddo Parish,22017,2021-07-24,0
NODE_0003689,Caddo Parish,22017,2021-07-24,hCoV-19/USA/LA-EVTL4483/2021,Caddo Parish,22017,2021-08-04,11
NODE_0003677,Caddo Parish,22017,2021-07-17,NODE_0003691,Caddo Parish,22017,2021-07-26,9
NODE_0003691,Caddo Parish,22017,2021-07-26,hCoV-19/USA/LA-EVTL4676/2021,Caddo Parish,22017,2021-08-13,18
NODE_0003691,Caddo Parish,22017,2021-07-26,hCoV-19/USA/LA-EVTL4530/2021,Caddo Parish,22017,2021-08-05,10
NODE_0003691,Caddo Parish,22017,2021-07-26,NODE_0003693,Caddo Parish,22017,2021-08-03,8
NODE_0003693,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL4522/2021,Caddo Parish,22017,2021-08-05,2
NODE_0003693,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL4445/2021,Caddo Parish,22017,2021-08-17,14
NODE_0003677,Caddo Parish,22017,2021-07-17,NODE_0004004,Caddo Parish,22017,2021-07-20,3
NODE_0004004,Caddo Parish,22017,2021-07-20,NODE_0003680,Caddo Parish,22017,2021-08-03,14
NODE_0003680,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL4675/2021,Caddo Parish,22017,2021-08-13,10
NODE_0003680,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL4448/2021,Caddo Parish,22017,2021-08-17,14
NODE_0004004,Caddo Parish,22017,2021-07-20,NODE_0004006,Caddo Parish,22017,2021-07-23,3
NODE_0004006,Caddo Parish,22017,2021-07-23,NODE_0003686,Caddo Parish,22017,2021-07-31,8
NODE_0003686,Caddo Parish,22017,2021-07-31,hCoV-19/USA/LA-EVTL4410/2021,Caddo Parish,22017,2021-08-14,14
NODE_0003686,Caddo Parish,22017,2021-07-31,NODE_0004362,Caddo Parish,22017,2021-08-05,5
NODE_0004362,Caddo Parish,22017,2021-08-05,hCoV-19/USA/LA-EVTL4683/2021,Caddo Parish,22017,2021-08-13,8
NODE_0004362,Caddo Parish,22017,2021-08-05,hCoV-19/USA/LA-EVTL4527/2021,Caddo Parish,22017,2021-08-05,0
NODE_0004006,Caddo Parish,22017,2021-07-23,NODE_0004008,Caddo Parish,22017,2021-07-25,2
NODE_0004008,Caddo Parish,22017,2021-07-25,hCoV-19/USA/LA-EVTL4088/2021,Caddo Parish,22017,2021-08-06,12
NODE_0004008,Caddo Parish,22017,2021-07-25,NODE_0004009,Caddo Parish,22017,2021-07-27,2
NODE_0004009,Caddo Parish,22017,2021-07-27,hCoV-19/USA/LA-EVTL3946/2021,Caddo Parish,22017,2021-07-27,0
NODE_0004009,Caddo Parish,22017,2021-07-27,NODE_0004010,Caddo Parish,22017,2021-08-06,10
NODE_0004010,Caddo Parish,22017,2021-08-06,hCoV-19/USA/LA-EVTL4460/2021,Webster Parish,22119,2021-08-18,12
NODE_0004010,Caddo Parish,22017,2021-08-06,hCoV-19/USA/LA-EVTL4101/2021,Caddo Parish,22017,2021-08-06,0
NODE_0003677,Caddo Parish,22017,2021-07-17,NODE_0003694,Caddo Parish,22017,2021-07-20,3
NODE_0003694,Caddo Parish,22017,2021-07-20,NODE_0004012,Caddo Parish,22017,2021-07-30,10
NODE_0004012,Caddo Parish,22017,2021-07-30,hCoV-19/USA/LA-EVTL5135/2021,Caddo Parish,22017,2021-08-06,7
NODE_0004012,Caddo Parish,22017,2021-07-30,hCoV-19/USA/LA-EVTL4844/2021,Red River Parish,22081,2021-08-27,28
NODE_0003694,Caddo Parish,22017,2021-07-20,NODE_0003704,Caddo Parish,22017,2021-07-27,7
NODE_0003704,Caddo Parish,22017,2021-07-27,hCoV-19/USA/LA-EVTL5082/2021,Caddo Parish,22017,2021-08-03,7
NODE_0003704,Caddo Parish,22017,2021-07-27,NODE_0004014,Caddo Parish,22017,2021-08-04,8
NODE_0004014,Caddo Parish,22017,2021-08-04,hCoV-19/USA/LA-EVTL5856/2021,Caddo Parish,22017,2021-08-24,20
NODE_0004014,Caddo Parish,22017,2021-08-04,hCoV-19/USA/LA-EVTL5398/2021,Caddo Parish,22017,2021-08-17,13
NODE_0003694,Caddo Parish,22017,2021-07-20,NODE_0003706,Caddo Parish,22017,2021-07-26,6
NODE_0003706,Caddo Parish,22017,2021-07-26,hCoV-19/USA/LA-EVTL5197/2021,Caddo Parish,22017,2021-08-09,14
NODE_0003706,Caddo Parish,22017,2021-07-26,NODE_0003707,Caddo Parish,22017,2021-07-30,4
NODE_0003707,Caddo Parish,22017,2021-07-30,hCoV-19/USA/LA-EVTL5091/2021,Caddo Parish,22017,2021-08-03,4
NODE_0003707,Caddo Parish,22017,2021-07-30,hCoV-19/USA/LA-EVTL6006/2021,Caddo Parish,22017,2021-08-02,3
NODE_0003706,Caddo Parish,22017,2021-07-26,NODE_0003709,Caddo Parish,22017,2021-08-16,21
NODE_0003709,Caddo Parish,22017,2021-08-16,hCoV-19/USA/LA-EVTL4704/2021,Caddo Parish,22017,2021-08-20,4
NODE_0003709,Caddo Parish,22017,2021-08-16,hCoV-19/USA/LA-EVTL5711/2021,Caddo Parish,22017,2021-09-15,30
NODE_0003694,Caddo Parish,22017,2021-07-20,NODE_0003696,Caddo Parish,22017,2021-07-26,6
NODE_0003696,Caddo Parish,22017,2021-07-26,hCoV-19/USA/LA-EVTL4975/2021,Caddo Parish,22017,2021-08-19,24
NODE_0003696,Caddo Parish,22017,2021-07-26,hCoV-19/USA/LA-EVTL5803/2021,Caddo Parish,22017,2021-08-16,21
NODE_0003696,Caddo Parish,22017,2021-07-26,NODE_0003698,Caddo Parish,22017,2021-07-30,4
NODE_0003698,Caddo Parish,22017,2021-07-30,hCoV-19/USA/LA-EVTL6406/2021,Caddo Parish,22017,2021-08-17,18
NODE_0003698,Caddo Parish,22017,2021-07-30,NODE_0003699,Caddo Parish,22017,2021-08-03,4
NODE_0003699,Caddo Parish,22017,2021-08-03,NODE_0003700,Caddo Parish,22017,2021-08-07,4
NODE_0003700,Caddo Parish,22017,2021-08-07,hCoV-19/USA/LA-EVTL5000/2021,Caddo Parish,22017,2021-08-20,13
NODE_0003700,Caddo Parish,22017,2021-08-07,hCoV-19/USA/LA-EVTL6476/2021,Caddo Parish,22017,2021-08-16,9
NODE_0003699,Caddo Parish,22017,2021-08-03,NODE_0003701,Caddo Parish,22017,2021-08-07,4
NODE_0003701,Caddo Parish,22017,2021-08-07,hCoV-19/USA/LA-EVTL6616/2021,Caddo Parish,22017,2021-08-19,12
NODE_0003701,Caddo Parish,22017,2021-08-07,hCoV-19/USA/LA-EVTL6338/2021,Caddo Parish,22017,2021-08-18,11
NODE_0004029,Lafourche Parish,22057,2021-07-13,hCoV-19/USA/LA-BIE-LSUH900038/2021,Lafourche Parish,22057,2021-07-13,0
NODE_0004029,Lafourche Parish,22057,2021-07-13,hCoV-19/USA/LA-BIE-LSUH001392/2021,Lafourche Parish,22057,2021-07-19,6
NODE_0003823,Caddo Parish,22017,2021-07-23,hCoV-19/USA/LA-EVTL4677/2021,Caddo Parish,22017,2021-08-13,21
NODE_0003823,Caddo Parish,22017,2021-07-23,NODE_0003824,Caddo Parish,22017,2021-08-04,12
NODE_0003824,Caddo Parish,22017,2021-08-04,hCoV-19/USA/LA-EVTL6672/2021,Caddo Parish,22017,2021-08-27,23
NODE_0004065,Natchitoches Parish,22069,2021-07-20,hCoV-19/USA/LA-EVTL3426/2021,Natchitoches Parish,22069,2021-07-20,0
NODE_0004068,Caddo Parish,22017,2021-07-25,hCoV-19/USA/LA-EVTL3782/2021,Caddo Parish,22017,2021-07-25,0
NODE_0004068,Caddo Parish,22017,2021-07-25,NODE_0003821,Lincoln Parish,22061,2021-08-10,16
NODE_0003821,Lincoln Parish,22061,2021-08-10,hCoV-19/USA/LA-EVTL4679/2021,Lincoln Parish,22061,2021-08-12,2
NODE_0003821,Lincoln Parish,22061,2021-08-10,hCoV-19/USA/LA-EVTL4646/2021,Lincoln Parish,22061,2021-08-10,0
NODE_0003816,Jefferson Parish,22051,2021-07-23,hCoV-19/USA/LA-BIE-LSUH001534/2021,Jefferson Parish,22051,2021-07-23,0
NODE_0003816,Jefferson Parish,22051,2021-07-23,hCoV-19/USA/LA-BIE-LSUH001548/2021,Jefferson Parish,22051,2021-07-23,0
NODE_0004428,Caddo Parish,22017,2021-08-05,hCoV-19/USA/LA-EVTL4942/2021,Caddo Parish,22017,2021-08-06,1
NODE_0004428,Caddo Parish,22017,2021-08-05,NODE_0004432,Caddo Parish,22017,2021-08-10,5
NODE_0004432,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL6104/2021,Caddo Parish,22017,2021-08-10,0
NODE_0004432,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL4689/2021,Bossier Parish,22015,2021-08-18,8
NODE_0004100,Ascension Parish,22005,2021-08-03,hCoV-19/USA/LA-EVTL4268/2021,Iberville Parish,22047,2021-08-03,0
NODE_0004100,Ascension Parish,22005,2021-08-03,hCoV-19/USA/LA-BIE-LSUH001801/2021,Ascension Parish,22005,2021-08-06,3
NODE_0004118,Jefferson Parish,22051,2021-07-13,NODE_0003856,Jefferson Parish,22051,2021-07-23,10
NODE_0003856,Jefferson Parish,22051,2021-07-23,hCoV-19/USA/LA-BIE-LSUH001594/2021,Jefferson Parish,22051,2021-07-23,0
NODE_0003856,Jefferson Parish,22051,2021-07-23,NODE_0004120,Jefferson Parish,22051,2021-07-29,6
NODE_0004120,Jefferson Parish,22051,2021-07-29,hCoV-19/USA/LA-BIE-LSUH001702/2021,Jefferson Parish,22051,2021-07-29,0
NODE_0004120,Jefferson Parish,22051,2021-07-29,hCoV-19/USA/LA-BIE-LSUH001804/2021,Jefferson Parish,22051,2021-08-05,7
NODE_0004118,Jefferson Parish,22051,2021-07-13,NODE_0004121,Jefferson Parish,22051,2021-07-17,4
NODE_0004121,Jefferson Parish,22051,2021-07-17,NODE_0004123,Jefferson Parish,22051,2021-07-24,7
NODE_0004121,Jefferson Parish,22051,2021-07-17,NODE_0004126,Jefferson Parish,22051,2021-07-19,2
NODE_0004126,Jefferson Parish,22051,2021-07-19,hCoV-19/USA/LA-BIE-LSUH001430/2021,Jefferson Parish,22051,2021-07-19,0
NODE_0002734,Caddo Parish,22017,2021-04-07,NODE_0002736,Caddo Parish,22017,2021-04-20,13
NODE_0002737,Caddo Parish,22017,2021-06-29,NODE_0004157,Caddo Parish,22017,2021-07-13,14
NODE_0004157,Caddo Parish,22017,2021-07-13,hCoV-19/USA/LA-EVTL5970/2021,Terrebonne Parish,22109,2021-08-03,21
NODE_0004157,Caddo Parish,22017,2021-07-13,NODE_0002739,Caddo Parish,22017,2021-08-06,24
NODE_0002739,Caddo Parish,22017,2021-08-06,hCoV-19/USA/LA-EVTL4429/2021,Natchitoches Parish,22069,2021-08-17,11
NODE_0002739,Caddo Parish,22017,2021-08-06,hCoV-19/USA/LA-EVTL6554/2021,Caddo Parish,22017,2021-08-23,17
NODE_0002737,Caddo Parish,22017,2021-06-29,NODE_0002740,Caddo Parish,22017,2021-07-09,10
NODE_0002740,Caddo Parish,22017,2021-07-09,hCoV-19/USA/LA-EVTL6401/2021,Caddo Parish,22017,2021-08-20,42
NODE_0002740,Caddo Parish,22017,2021-07-09,NODE_0002741,Caddo Parish,22017,2021-07-12,3
NODE_0002741,Caddo Parish,22017,2021-07-12,hCoV-19/USA/LA-EVTL6230/2021,Caddo Parish,22017,2021-08-12,31
NODE_0002741,Caddo Parish,22017,2021-07-12,NODE_0002742,Caddo Parish,22017,2021-07-23,11
NODE_0002742,Caddo Parish,22017,2021-07-23,hCoV-19/USA/LA-EVTL5497/2021,Caddo Parish,22017,2021-08-14,22
NODE_0002742,Caddo Parish,22017,2021-07-23,hCoV-19/USA/LA-EVTL6368/2021,Caddo Parish,22017,2021-08-17,25
NODE_0004189,Caddo Parish,22017,2021-07-07,NODE_0002826,Caddo Parish,22017,2021-07-23,16
NODE_0002826,Caddo Parish,22017,2021-07-23,hCoV-19/USA/LA-EVTL3583/2021,Caddo Parish,22017,2021-07-27,4
NODE_0002826,Caddo Parish,22017,2021-07-23,NODE_0002827,Caddo Parish,22017,2021-08-03,11
NODE_0002827,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL6456/2021,Caddo Parish,22017,2021-08-20,17
NODE_0002827,Caddo Parish,22017,2021-08-03,hCoV-19/USA/LA-EVTL6651/2021,Caddo Parish,22017,2021-08-26,23
NODE_0004189,Caddo Parish,22017,2021-07-07,NODE_0004193,East Baton Rouge Parish,22033,2021-07-17,10
NODE_0004193,East Baton Rouge Parish,22033,2021-07-17,hCoV-19/USA/LA-EVTL4213/2021,East Baton Rouge Parish,22033,2021-08-04,18
NODE_0004193,East Baton Rouge Parish,22033,2021-07-17,NODE_0004194,East Baton Rouge Parish,22033,2021-07-23,6
NODE_0004194,East Baton Rouge Parish,22033,2021-07-23,hCoV-19/USA/LA-EVTL6497/2021,Caddo Parish,22017,2021-08-18,26
NODE_0004194,East Baton Rouge Parish,22033,2021-07-23,hCoV-19/USA/LA-BIE-LSUH002078/2021,East Baton Rouge Parish,22033,2021-09-04,43
NODE_0002829,Caddo Parish,22017,2021-07-17,hCoV-19/USA/LA-EVTL5218/2021,Caddo Parish,22017,2021-08-11,25
NODE_0002829,Caddo Parish,22017,2021-07-17,NODE_0002831,Caddo Parish,22017,2021-07-24,7
NODE_0002831,Caddo Parish,22017,2021-07-24,hCoV-19/USA/LA-EVTL4930/2021,Caddo Parish,22017,2021-08-05,12
NODE_0002831,Caddo Parish,22017,2021-07-24,NODE_0004198,Caddo Parish,22017,2021-07-29,5
NODE_0004198,Caddo Parish,22017,2021-07-29,hCoV-19/USA/LA-EVTL4079/2021,Lincoln Parish,22061,2021-08-05,7
NODE_0004198,Caddo Parish,22017,2021-07-29,NODE_0004201,Caddo Parish,22017,2021-08-03,5
NODE_0004201,Caddo Parish,22017,2021-08-03,NODE_0002834,Caddo Parish,22017,2021-08-16,13
NODE_0002834,Caddo Parish,22017,2021-08-16,hCoV-19/USA/LA-EVTL5261/2021,Caddo Parish,22017,2021-09-04,19
NODE_0002834,Caddo Parish,22017,2021-08-16,hCoV-19/USA/LA-BIE-LSUH900220/2021,West Feliciana Parish,22125,2021-09-10,25
NODE_0004201,Caddo Parish,22017,2021-08-03,NODE_0004203,Caddo Parish,22017,2021-08-06,3
NODE_0004203,Caddo Parish,22017,2021-08-06,NODE_0004205,Caddo Parish,22017,2021-08-10,4
NODE_0004205,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL5686/2021,Caddo Parish,22017,2021-08-24,14
NODE_0004205,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL5911/2021,Caddo Parish,22017,2021-08-30,20
NODE_0002842,Caddo Parish,22017,2021-08-26,hCoV-19/USA/LA-EVTL4816/2021,Caddo Parish,22017,2021-08-26,0
NODE_0002842,Caddo Parish,22017,2021-08-26,hCoV-19/USA/LA-EVTL5071/2021,Caddo Parish,22017,2021-09-09,14
NODE_0002748,Caddo Parish,22017,2021-07-21,hCoV-19/USA/LA-EVTL6018/2021,Caddo Parish,22017,2021-08-08,18
NODE_0002748,Caddo Parish,22017,2021-07-21,NODE_0002749,Caddo Parish,22017,2021-07-27,6
NODE_0002749,Caddo Parish,22017,2021-07-27,hCoV-19/USA/LA-EVTL5766/2021,Caddo Parish,22017,2021-08-11,15
NODE_0002749,Caddo Parish,22017,2021-07-27,hCoV-19/USA/LA-EVTL3700/2021,Caddo Parish,22017,2021-07-30,3
NODE_0004246,Caddo Parish,22017,2021-07-12,NODE_0002769,Caddo Parish,22017,2021-07-21,9
NODE_0002769,Caddo Parish,22017,2021-07-21,hCoV-19/USA/LA-EVTL5571/2021,Caddo Parish,22017,2021-08-07,17
NODE_0002769,Caddo Parish,22017,2021-07-21,NODE_0004249,Caddo Parish,22017,2021-07-31,10
NODE_0004249,Caddo Parish,22017,2021-07-31,hCoV-19/USA/LA-EVTL5418/2021,Caddo Parish,22017,2021-08-14,14
NODE_0004249,Caddo Parish,22017,2021-07-31,hCoV-19/USA/LA-EVTL5926/2021,Caddo Parish,22017,2021-09-01,32
NODE_0004246,Caddo Parish,22017,2021-07-12,NODE_0004250,Caddo Parish,22017,2021-07-17,5
NODE_0004250,Caddo Parish,22017,2021-07-17,NODE_0002747,Caddo Parish,22017,2021-08-06,20
NODE_0002747,Caddo Parish,22017,2021-08-06,hCoV-19/USA/LA-EVTL5657/2021,Caddo Parish,22017,2021-08-06,0
NODE_0002747,Caddo Parish,22017,2021-08-06,hCoV-19/USA/LA-EVTL6584/2021,Caddo Parish,22017,2021-08-23,17
NODE_0004250,Caddo Parish,22017,2021-07-17,NODE_0004254,Caddo Parish,22017,2021-07-23,6
NODE_0004254,Caddo Parish,22017,2021-07-23,NODE_0004257,Caddo Parish,22017,2021-07-26,3
NODE_0004257,Caddo Parish,22017,2021-07-26,hCoV-19/USA/LA-EVTL4100/2021,Caddo Parish,22017,2021-08-06,11
NODE_0004257,Caddo Parish,22017,2021-07-26,NODE_0002752,Terrebonne Parish,22109,2021-07-30,4
NODE_0002752,Terrebonne Parish,22109,2021-07-30,hCoV-19/USA/LA-EVTL5320/2021,Terrebonne Parish,22109,2021-08-06,7
NODE_0002752,Terrebonne Parish,22109,2021-07-30,NODE_0004261,Terrebonne Parish,22109,2021-08-06,7
NODE_0004261,Terrebonne Parish,22109,2021-08-06,hCoV-19/USA/LA-BIE-LSUH900227/2021,Terrebonne Parish,22109,2021-08-06,0
NODE_0004261,Terrebonne Parish,22109,2021-08-06,hCoV-19/USA/LA-EVTL5286/2021,Terrebonne Parish,22109,2021-08-10,4
NODE_0002752,Terrebonne Parish,22109,2021-07-30,NODE_0002755,Terrebonne Parish,22109,2021-08-03,4
NODE_0002755,Terrebonne Parish,22109,2021-08-03,hCoV-19/USA/LA-EVTL5316/2021,Terrebonne Parish,22109,2021-08-06,3
NODE_0002786,Caddo Parish,22017,2021-06-27,NODE_0002787,Caddo Parish,22017,2021-07-01,4
NODE_0002792,Caddo Parish,22017,2021-08-08,hCoV-19/USA/LA-EVTL5500/2021,Caddo Parish,22017,2021-08-15,7
NODE_0002792,Caddo Parish,22017,2021-08-08,hCoV-19/USA/LA-EVTL6314/2021,Caddo Parish,22017,2021-08-18,10
NODE_0002855,Terrebonne Parish,22109,2021-07-31,hCoV-19/USA/LA-EVTL4610/2021,Terrebonne Parish,22109,2021-08-10,10
NODE_0002855,Terrebonne Parish,22109,2021-07-31,hCoV-19/USA/LA-EVTL4611/2021,Terrebonne Parish,22109,2021-08-10,10
NODE_0002909,Caddo Parish,22017,2021-07-19,NODE_0004305,Caddo Parish,22017,2021-07-21,2
NODE_0004305,Caddo Parish,22017,2021-07-21,hCoV-19/USA/LA-EVTL4497/2021,Caddo Parish,22017,2021-08-04,14
NODE_0004305,Caddo Parish,22017,2021-07-21,hCoV-19/USA/LA-EVTL3703/2021,Caddo Parish,22017,2021-07-30,9
NODE_0002909,Caddo Parish,22017,2021-07-19,NODE_0002911,Caddo Parish,22017,2021-07-22,3
NODE_0002911,Caddo Parish,22017,2021-07-22,NODE_0004308,Caddo Parish,22017,2021-07-26,4
NODE_0004308,Caddo Parish,22017,2021-07-26,NODE_0002914,Caddo Parish,22017,2021-08-06,11
NODE_0002914,Caddo Parish,22017,2021-08-06,hCoV-19/USA/LA-EVTL5549/2021,Caddo Parish,22017,2021-08-13,7
NODE_0002914,Caddo Parish,22017,2021-08-06,NODE_0004310,Caddo Parish,22017,2021-08-10,4
NODE_0004310,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL4138/2021,Caddo Parish,22017,2021-08-10,0
NODE_0004310,Caddo Parish,22017,2021-08-10,hCoV-19/USA/LA-EVTL4160/2021,Caddo Parish,22017,2021-08-10,0
NODE_0002865,Caddo Parish,22017,2021-07-12,hCoV-19/USA/LA-EVTL4627/2021,Caddo Parish,22017,2021-08-11,30
NODE_0002865,Caddo Parish,22017,2021-07-12,hCoV-19/USA/LA-EVTL3501/2021,Caddo Parish,22017,2021-07-14,2
NODE_0002865,Caddo Parish,22017,2021-07-12,NODE_0004327,Caddo Parish,22017,2021-07-23,11
NODE_0004327,Caddo Parish,22017,2021-07-23,NODE_0004329,Caddo Parish,22017,2021-07-29,6
NODE_0004329,Caddo Parish,22017,2021-07-29,NODE_0004330,Caddo Parish,22017,2021-08-05,7
NODE_0004330,Caddo Parish,22017,2021-08-05,hCoV-19/USA/LA-EVTL4162/2021,Caddo Parish,22017,2021-08-10,5
NODE_0004330,Caddo Parish,22017,2021-08-05,NODE_0004331,Caddo Parish,22017,2021-08-11,6
NODE_0004331,Caddo Parish,22017,2021-08-11,hCoV-19/USA/LA-EVTL4167/2021,Caddo Parish,22017,2021-08-11,0
NODE_0002865,Caddo Parish,22017,2021-07-12,NODE_0002873,Caddo Parish,22017,2021-07-25,13
NODE_0002873,Caddo Parish,22017,2021-07-25,NODE_0004333,Caddo Parish,22017,2021-08-04,10
NODE_0004333,Caddo Parish,22017,2021-08-04,hCoV-19/USA/LA-EVTL4634/2021,Caddo Parish,22017,2021-08-11,7
NODE_0004333,Caddo Parish,22017,2021-08-04,hCoV-19/USA/LA-EVTL4536/2021,Caddo Parish,22017,2021-08-05,1
NODE_0002873,Caddo Parish,22017,2021-07-25,NODE_0002875,Caddo Parish,22017,2021-07-31,6
NODE_0002875,Caddo Parish,22017,2021-07-31,hCoV-19/USA/LA-EVTL4493/2021,Caddo Parish,22017,2021-08-04,4
NODE_0002875,Caddo Parish,22017,2021-07-31,hCoV-19/USA/LA-EVTL3937/2021,Caddo Parish,22017,2021-08-05,5
NODE_0002875,Caddo Parish,22017,2021-07-31,NODE_0002877,Caddo Parish,22017,2021-08-11,11
NODE_0002877,Caddo Parish,22017,2021-08-11,hCoV-19/USA/LA-EVTL4629/2021,Caddo Parish,22017,2021-08-11,0
NODE_0002877,Caddo Parish,22017,2021-08-11,hCoV-19/USA/LA-EVTL5759/2021,Caddo Parish,22017,2021-08-13,2
NODE_0002865,Caddo Parish,22017,2021-07-12,NODE_0002878,Caddo Parish,22017,2021-07-17,5
NODE_0002878,Caddo Parish,22017,2021-07-17,NODE_0002882,Caddo Parish,22017,2021-07-21,4
NODE_0002882,Caddo Parish,22017,2021-07-21,hCoV-19/USA/LA-EVTL5779/2021,Caddo Parish,22017,2021-08-13,23
NODE_0002882,Caddo Parish,22017,2021-07-21,hCoV-19/USA/LA-EVTL3828/2021,Caddo Parish,22017,2021-07-23,2
NODE_0002878,Caddo Parish,22017,2021-07-17,NODE_0002886,Caddo Parish,22017,2021-07-27,10
NODE_0002886,Caddo Parish,22017,2021-07-27,hCoV-19/USA/LA-EVTL6350/2021,Caddo Parish,22017,2021-08-14,18
NODE_0002886,Caddo Parish,22017,2021-07-27,NODE_0002887,Caddo Parish,22017,2021-08-01,5
NODE_0002887,Caddo Parish,22017,2021-08-01,hCoV-19/USA/LA-EVTL5378/2021,Caddo Parish,22017,2021-08-14,13
NODE_0002887,Caddo Parish,22017,2021-08-01,NODE_0002888,Caddo Parish,22017,2021-08-07,6
NODE_0002888,Caddo Parish,22017,2021-08-07,hCoV-19/USA/LA-EVTL5706/2021,Caddo Parish,22017,2021-09-14,38
NODE_0002888,Caddo Parish,22017,2021-08-07,hCoV-19/USA/LA-EVTL6215/2021,Caddo Parish,22017,2021-08-11,4
NODE_0002878,Caddo Parish,22017,2021-07-17,NODE_0004341,Caddo Parish,22017,2021-07-20,3
NODE_0004341,Caddo Parish,22017,2021-07-20,NODE_0004343,Caddo Parish,22017,2021-07-27,7
NODE_0004343,Caddo Parish,22017,2021-07-27,hCoV-19/USA/LA-EVTL5621/2021,Caddo Parish,22017,2021-08-17,21
NODE_0004343,Caddo Parish,22017,2021-07-27,NODE_0004345,Caddo Parish,22017,2021-08-02,6
NODE_0004345,Caddo Parish,22017,2021-08-02,hCoV-19/USA/LA-EVTL5605/2021,Caddo Parish,22017,2021-08-12,10
NODE_0004345,Caddo Parish,22017,2021-08-02,NODE_0004347,Caddo Parish,22017,2021-08-06,4
