from,to,prob
22003,22115,0.03368191442872612
22003,22117,7.698346307542755e-06
22003,22119,0.00018926416920132176
22003,22121,0.0007359482747221011
22003,22123,0.00015225416235698202
22003,22125,4.369122946317891e-05
22003,22127,0.0009415515282902874
22005,22001,0.0006713255562315854
22005,22003,0.00012730722123450086
22005,22005,0.42638294952240713
22005,22007,0.024349333681627866
22005,22009,0.0012380988119389514
22005,22011,0.00027657251522876015
22005,22013,1.0016565131943877e-05
22005,22015,0.0008279146232366814
22005,22017,0.0008980300155259005
22005,22019,0.0024232640700207037
22005,22021,2.141177083138306e-05
22005,22023,2.896531952015021e-05
22005,22025,8.751291057595087e-06
22005,22027,1.0858068527604566e-05
22005,22029,0.0006936463200814741
22005,22031,0.00013861494640518234
22005,22033,0.3070183879420075
22005,22035,3.976892316306548e-07
22005,22037,0.003445824111662915
22005,22039,0.0002510106193770831
22005,22041,0.00033268337243203135
22005,22043,0.00014057534042340118
22005,22045,0.0010131475535276498
22005,22047,0.02094073553131503
22005,22049,1.02280789841182e-05
22005,22051,0.015504790551151212
22005,22053,0.0002862374707959785
22005,22055,0.00640617336507146
22005,22057,0.0059248457874953525
22005,22059,1.4736945706474834e-05
22005,22061,0.00014725619015423273
22005,22063,0.07757277818392978
22005,22065,5.617858135844797e-06
22005,22067,3.0071069402751877e-05
22005,22069,0.00033432864259909834
22005,22071,0.01682245964482033
22005,22073,0.0007869524076003369
22005,22075,0.0007491642671743376
22005,22077,0.00822515455813978
22005,22079,0.00240085961370181
22005,22081,3.839779534354179e-06
22005,22083,2.2319551508649182e-05
22005,22085,1.3427691516306135e-05
22005,22087,0.0008090736940353067
22005,22089,0.0032310029922255124
22005,22091,0.0009372552129628383
22005,22093,0.017532275062274574
22005,22095,0.0062892152279875255
22005,22097,0.0013250436111671606
22005,22099,0.000890686309658305
22005,22101,0.0009877567892600549
22005,22103,0.007453798457747677
22005,22105,0.009186837698371841
22005,22107,0.000149973819218901
22005,22109,0.0029740695611168893
22005,22111,0.00015535225822248437
22005,22113,0.0004834037594168984
22005,22115,0.00023690875945758946
22005,22117,0.0005410469816317383
22005,22119,8.441781077003102e-05
22005,22121,0.016898125373246625
22005,22123,4.229535835258434e-06
22005,22125,0.0032939603130410925
22005,22127,2.450265594495655e-05
22007,22001,0.0004482945184593766
22007,22003,4.131617924345825e-05
22007,22005,0.12025859301849959
22007,22007,0.2285388690424835
22007,22009,0.0006373327737644562
22007,22011,0.0001325351452879468
22007,22013,4.9267158025474e-06
22007,22015,0.0003616956548040409
22007,22017,0.0003676569660479141
22007,22019,0.0015473302296114342
22007,22021,4.130438487054571e-06
22007,22023,1.62077471461416e-05
22007,22025,3.589631644050286e-06
22007,22027,5.897549341763372e-06
22007,22029,0.000338287071987513
22007,22031,0.00011935892904521597
22007,22033,0.12080380704773204
22007,22037,0.0016034703559676304
22007,22039,0.00016628155366650192
22007,22041,0.00016015142158116083
22007,22043,6.824818510612463e-05
22007,22045,0.00103936508719786
22007,22047,0.0184274394764395
22007,22049,3.897595587942421e-06
22007,22051,0.015685958083373645
22007,22053,0.00018762171413478927
22007,22055,0.004494174112364285
22007,22057,0.22192985056864714
22007,22059,3.509754357442811e-06
22007,22061,6.826600456807233e-05
22007,22063,0.02856751182302092
22007,22065,4.19815376538987e-07
22007,22067,7.1275376794566456e-06
22007,22069,0.00013819494143837264
22007,22071,0.012543697331488794
22007,22073,0.00030509628711990514
22007,22075,0.0006716823985627467
22007,22077,0.004329722739080737
22007,22079,0.0012106384704785608
22007,22081,5.206573080413919e-06
22007,22083,6.608048696997133e-06
22007,22085,7.411640436926041e-05
22007,22087,0.0008287418491677395
22007,22089,0.004346215832512788
22007,22091,0.0003995075324702161
22007,22093,0.02017414132904127
22007,22095,0.003794716572701161
22007,22097,0.0008479388732349394
22007,22099,0.008413520349369456
22007,22101,0.06685114653448446
22007,22103,0.0039819791758692906
22007,22105,0.004109335014918096
22007,22107,8.077389262755669e-05
22007,22109,0.08860737926001278
22007,22111,7.053398399368261e-05
22007,22113,0.00040314290639631434
22007,22115,9.26139305662368e-05
22007,22117,0.000265877867934526
22007,22119,2.1881591634983754e-05
22007,22121,0.009830807798168778
22007,22123,1.0875523155148606e-06
22007,22125,0.0015266002903353687
22007,22127,2.397291947204658e-05
22009,22001,0.0024519700948232603
22009,22003,0.005306303050891928
22009,22005,0.004983316933118039
22009,22007,0.00030704918282735974
22009,22009,0.5539797185393192
22009,22011,0.0006046476459504465
22009,22013,6.78989348236767e-05
22009,22015,0.0026543049110620757
22009,22017,0.0021256416593703003
22009,22019,0.003406469049551043
22009,22021,0.0004999731026793425
22009,22023,4.7151359147445795e-05
22009,22025,0.003073643258615791
22009,22027,3.175083703286495e-05
22009,22029,0.0022461417733104453
22009,22031,8.80942698330014e-05
22009,22033,0.02034446141287205
22009,22035,1.6057036422485004e-06
22009,22037,0.00023581076302830548
22009,22039,0.016641111270084084
22009,22041,0.0005295413002248208
22009,22043,0.015525584462896962
22009,22045,0.0030437060464474646
22009,22047,0.0009972728972423546
22009,22049,6.558995137903398e-05
22009,22051,0.0048405992455618635
22009,22053,0.0005994267292328667
22009,22055,0.02026637265951468
22009,22057,0.0007608577533636791
22009,22059,0.006142498494040993
22009,22061,0.00028165662755562387
22009,22063,0.003615980245255063
22009,22065,9.120969732264659e-05
22009,22067,2.0176219213402105e-05
22009,22069,0.005396891994125774
22009,22071,0.006665764276861085
22009,22073,0.002336120254322417
22009,22075,0.0004178912566782046
22009,22077,0.016559038353977238
22009,22079,0.24111484616553924
22009,22081,0.0011131946369145258
22009,22083,4.072198291698986e-05
22009,22085,0.0013177758411586375
22009,22087,0.00031819718205428787
22009,22089,0.0003386672147677592
22009,22091,4.6290119333983524e-05
22009,22093,0.0001556922109538035
22009,22095,0.00015550229028485246
22009,22097,0.02616413050164288
22009,22099,0.0024883054859744483
22009,22101,0.0006090510463118795
22009,22103,0.0020431713804852833
22009,22105,0.0011298320927934664
22009,22107,0.00012469588830173178
22009,22109,0.0013882203014946631
22009,22111,4.3170937892709394e-05
22009,22113,0.0028461676453492147
22009,22115,0.006073841389831174
22009,22117,5.060865787713802e-05
22009,22119,5.512225413221409e-05
22009,22121,0.002320471132625341
22009,22123,2.9738769241960094e-05
22009,22125,0.0011757146907581044
22009,22127,0.001603627964164601
22011,22001,0.0016905605277748835
22011,22003,0.03152183665848198
22011,22005,0.00169215291251356
22011,22007,8.22214817565461e-05
22011,22009,0.0009186468612670752
22011,22011,0.4610168985019858
22011,22013,1.1932721837004713e-05
22011,22015,0.0008869595858492668
22011,22017,0.0006093048405268225
22011,22019,0.2570759777925141
22011,22021,6.909116393319248e-05
22011,22023,0.0043105590534776245
22011,22025,8.265299078495695e-05
22011,22027,4.609857857572567e-06
22011,22029,7.650331985555904e-05
22011,22031,4.792782936504426e-05
22011,22033,0.008818208754396824
22011,22035,1.9052366081971706e-06
22011,22037,8.28615855032703e-05
22011,22039,0.0009308469518138407
22011,22041,0.00016427575833962254
22011,22043,0.00085739618837278
22011,22045,0.0002688386152421536
22011,22047,0.0004866223589272861
22011,22049,0.0001411829497664329
22011,22051,0.0006150156295097453
22011,22053,0.011301176085251944
22011,22055,0.0035831169442884616
22011,22057,0.00027438036835394263
22011,22059,0.000511844175334351
22011,22061,5.176815752506741e-05
22011,22063,0.0015646714327198616
22011,22065,2.6713305170560768e-06
22011,22067,3.561514125579454e-05
22011,22069,0.0023618878757328643
22011,22071,0.002042226078087344
22011,22073,0.0008315609449164341
22011,22075,5.395184539949292e-05
22011,22077,0.00045225442828034535
22011,22079,0.011631649250693817
22011,22081,1.519009496296361e-05
22011,22083,3.1631048456123035e-05
22011,22085,0.0029850955780166633
22011,22087,0.0006103782076109698
22011,22089,5.7030822059814265e-05
22011,22091,6.481517128782567e-05
22011,22093,6.90315911390406e-05
22011,22095,0.00011555251883723763
22011,22097,0.0015067266315654353
22011,22099,0.0004499558115194073
22011,22101,0.00014748595089068243
22011,22103,0.00041241622354558436
22011,22105,0.00029791881154695826
22011,22107,5.487303189817213e-06
22011,22109,0.00043195430829852074
22011,22111,0.000152963268725298
22011,22113,0.0007353344219565242
22011,22115,0.18363404932933525
22011,22117,3.213404864742687e-05
22011,22119,3.247362250321734e-05
22011,22121,0.0008553967504404629
22011,22123,1.6055247772544762e-05
22011,22125,9.698594939237028e-05
22011,22127,8.017310168202442e-05
22013,22001,0.00018548813621341922
22013,22003,0.00015789734029391628
22013,22005,0.00033447814286014107
22013,22007,1.536584301111564e-05
22013,22009,0.00037624555928276023
22013,22011,0.00010737418357522694
22013,22013,0.1596508923044181
22013,22015,0.1237006892334168
22013,22017,0.13099091553980266
22013,22019,0.0006087368564879281
22013,22021,0.0009275596962038572
22013,22023,2.452324704475077e-06
22013,22025,0.00017846107815766536
22013,22027,0.030484015208607856
22013,22029,0.0009455232848859073
22013,22031,0.0100336777926473
22013,22033,0.003910736588443389
22013,22035,0.00020146634936714136
22013,22037,0.00021207633253654987
22013,22039,0.0001035303257296888
22013,22041,0.000627275860080475
22013,22043,0.0007052836030639948
22013,22045,0.00014607111510028957
22013,22047,6.433203823828665e-05
22013,22049,0.08529303214481254
22013,22051,0.002217389099235935
22013,22053,0.00024549537044432445
22013,22055,0.0010819833925549897
22013,22057,0.0002745846254524249
22013,22059,0.00017573805150622189
22013,22061,0.17745339361638351
22013,22063,0.00026172855129223856
22013,22065,0.00012874462007137055
22013,22067,0.0008329911570112425
22013,22069,0.025201046986014688
22013,22071,0.00569912594476915
22013,22073,0.026814258742925114
22013,22075,0.00010634971020624758
22013,22077,2.6631194392184258e-05
22013,22079,0.0033804681247983203
22013,22081,0.026387218327416573
22013,22083,0.0020918637410727962
22013,22085,0.0019185144690788416
22013,22087,0.00010874184951056768
22013,22089,0.0001733506522062963
22013,22091,3.6303640977190807e-06
22013,22093,2.3611778025448542e-05
22013,22095,4.8914418317697945e-05
22013,22097,0.0002836171689092328
22013,22099,0.00014043516403720817
22013,22101,9.589350363535086e-05
22013,22103,0.0012635644776118715
22013,22105,0.00028520387193901696
22013,22107,2.8136721174679233e-05
22013,22109,0.0014228613425918029
22013,22111,0.015067903694297554
22013,22113,5.192482607191138e-05
22013,22115,0.00017553218265362115
22013,22117,2.4014230287198352e-05
22013,22119,0.14597310407419253
22013,22121,0.00015509259254854082
22013,22123,0.0003311730323446643
22013,22125,1.4043653370955393e-05
22013,22127,0.01006814779560845
22015,22001,0.0001252623606135305
22015,22003,0.0002683556055152107
22015,22005,0.0006084645969532252
22015,22007,2.4661429389459356e-05
22015,22009,0.00030682877615362405
22015,22011,0.0001907903564488032
22015,22013,0.005381601654797225
22015,22015,0.5294122422900963
22015,22017,0.3540966807816237
22015,22019,0.0010361308986585372
22015,22021,0.00030426622345208006
22015,22023,1.6431752399674705e-05
22015,22025,0.00013950002929392124
22015,22027,0.002479815245778826
22015,22029,3.920847286521838e-05
22015,22031,0.020140688516844002
22015,22033,0.004465026197394706
22015,22035,6.435097158896456e-05
22015,22037,3.0887313874143016e-05
22015,22039,0.00017608208517672558
22015,22041,0.0001103853710155989
22015,22043,0.0004138813320682747
22015,22045,4.295220694571464e-05
22015,22047,0.00013568671241496495
22015,22049,0.0007911742623250562
22015,22051,0.002538840035577377
22015,22053,5.0319351277709995e-05
22015,22055,0.0012167057398385092
22015,22057,8.251564940762124e-05
22015,22059,0.00018062825791703417
22015,22061,0.005573563044311748
22015,22063,0.0005043802077736346
22015,22065,8.474513168698265e-05
22015,22067,0.00036221564753298317
22015,22069,0.004632528604122089
22015,22071,0.004796936529732966
22015,22073,0.006705774578245265
22015,22075,9.774420212609115e-05
22015,22077,0.00014226545415206072
22015,22079,0.0021747122006143724
22015,22081,0.005266051453968405
22015,22083,0.0006189759086971202
22015,22085,0.0024455705323460698
22015,22087,0.00015768136313539405
22015,22089,0.00023979100868274614
22015,22091,1.3670872461327389e-05
22015,22093,3.1809532030859926e-05
22015,22095,0.0001152619433288934
22015,22097,0.00025486512759898835
22015,22099,8.90024401683485e-05
22015,22101,0.00016167584354378505
22015,22103,0.0009644190328550966
22015,22105,0.0003056637227196106
22015,22107,5.017353234043634e-06
22015,22109,0.00013442266959720565
22015,22111,0.0010057914113637504
22015,22113,8.403871976558914e-05
22015,22115,0.00033864667520935366
22015,22117,2.2147297894701982e-05
22015,22119,0.03671610174090331
22015,22121,0.00028417035433791766
22015,22123,0.00033512654726554976
22015,22125,5.764195184859257e-05
22015,22127,0.0004072264190395097
22017,22001,0.00010636623385900894
22017,22003,0.00047813031189278726
22017,22005,0.0004561117532282362
22017,22007,1.8354239604975994e-05
22017,22009,0.00017879723333892497
22017,22011,7.529718212594614e-05
22017,22013,0.0038845849488486736
22017,22015,0.2477289294266157
22017,22017,0.6516016449001357
22017,22019,0.0005233567381829591
22017,22021,0.0003633796225835932
22017,22023,2.72117750458219e-06
22017,22025,0.00029133944505091723
22017,22027,0.0011669808139519065
22017,22029,3.164309918816536e-05
22017,22031,0.037139693958725475
22017,22033,0.0035936431537770632
22017,22035,7.303610440693492e-05
22017,22037,2.425093008198011e-05
22017,22039,5.947429706352321e-05
22017,22041,0.0001887580354804259
22017,22043,0.00026529726962345394
22017,22045,2.875808300684062e-05
22017,22047,9.834538478354416e-05
22017,22049,0.0005113531378523239
22017,22051,0.0008780176000335824
22017,22053,9.838718577791806e-06
22017,22055,0.0009929799322631434
22017,22057,5.5772039464703675e-05
22017,22059,0.0001935030847124046
22017,22061,0.00424077962577992
22017,22063,0.00031784220102658913
22017,22065,0.00012457631986178682
22017,22067,0.00046624059597265977
22017,22069,0.004962900788902469
22017,22071,0.0034722115489938463
22017,22073,0.005896541475541637
22017,22075,4.526698261323636e-05
22017,22077,6.926412545079483e-05
22017,22079,0.0016864225101789554
22017,22081,0.0052401122964996815
22017,22083,0.0007997196677977316
22017,22085,0.0033177382911922762
22017,22087,0.00019326682818322492
22017,22089,9.176136935564137e-05
22017,22091,9.17925048412869e-06
22017,22093,1.9189679246759884e-05
22017,22095,4.954068411333695e-05
22017,22097,0.0003713546412182634
22017,22099,7.501020374765573e-05
22017,22101,6.514243930580507e-05
22017,22103,0.00038038133957429496
22017,22105,0.00022408059240317275
22017,22107,1.0284050863837946e-05
22017,22109,8.324628092114584e-05
22017,22111,0.0004646391608188062
22017,22113,5.3598035887629956e-05
22017,22115,0.0003657353702685836
22017,22117,1.0148254497291564e-05
22017,22119,0.014870003975005429
22017,22121,0.000237899744423535
22017,22123,0.0001604166078166083
22017,22125,3.190011465561639e-05
22017,22127,0.0005732460914323453
22019,22001,0.00384022171565546
22019,22003,0.014068622653423228
22019,22005,0.0013699984870844245
22019,22007,5.9580198702910485e-05
22019,22009,0.00042341974914580254
22019,22011,0.03346690721787365
22019,22013,8.17867632658559e-06
22019,22015,0.0011163060536136553
22019,22017,0.0008778889209506983
22019,22019,0.855721505262378
22019,22021,5.649283255688499e-05
22019,22023,0.017587105316813324
22019,22025,1.855449483225981e-05
22019,22027,4.50610100792416e-06
22019,22029,3.162880117400201e-05
22019,22031,7.677946975248559e-05
22019,22033,0.005297506895562858
22019,22035,9.022981922127198e-08
22019,22037,4.673700565630461e-05
22019,22039,0.0010159233539541793
22019,22041,0.00014147947564556733
22019,22043,0.00015630093242064545
22019,22045,0.0009670951309724051
22019,22047,0.0003629000850305965
22019,22049,0.0001190799504117633
22019,22051,0.00204197523473681
22019,22053,0.02886543291644431
22019,22055,0.00863141251515636
22019,22057,0.0003585048159733753
22019,22059,0.00018166200792256007
22019,22061,3.677051786463089e-05
22019,22063,0.0012480764448555366
22019,22065,1.8346976634445736e-06
22019,22067,6.901484513977849e-05
22019,22069,0.0003311030156284583
22019,22071,0.004257542883310266
22019,22073,0.00024342371119484313
22019,22075,0.00022306213515137983
22019,22077,0.00020219608566595347
22019,22079,0.001860375249955502
22019,22081,1.8388581342805723e-05
22019,22083,3.586146602406421e-06
22019,22085,0.00027030018856587836
22019,22087,0.0001284944486849442
22019,22089,0.00018212480178706822
22019,22091,0.00016395102639858489
22019,22093,6.134857870488867e-05
22019,22095,0.00011334913284609552
22019,22097,0.001684059853878753
22019,22099,0.0008554198920344506
22019,22101,0.0002527907167595489
22019,22103,0.0009768101130570156
22019,22105,0.00047914167307960354
22019,22107,1.4130601740296606e-06
22019,22109,0.0007371037755934126
22019,22111,0.0005084578640877605
22019,22113,0.001988419002345196
22019,22115,0.005337064370597492
22019,22117,2.28556684893834e-05
22019,22119,3.064093394454525e-05
22019,22121,0.0007081305645555145
22019,22123,1.8159380681872674e-06
22019,22125,7.171791739319433e-05
22019,22127,1.5419663581260876e-05
22021,22001,0.000673841076488565
22021,22003,0.0008420655220593656
22021,22005,0.0009672763262843855
22021,22007,1.728557663523592e-05
22021,22009,0.003944422273233333
22021,22011,0.0008796318039489825
22021,22013,0.0012531428684682394
22021,22015,0.014491116356472121
22021,22017,0.011808925767922359
22021,22019,0.016247778687999422
22021,22021,0.33454704521193623
22021,22023,0.00017432214968225696
22021,22025,0.005564909016109944
22021,22027,0.0005619022591318775
22021,22029,0.011261980991506782
22021,22031,0.0005954956080487855
22021,22033,0.012778737325338936
22021,22035,0.0006627976109847045
22021,22037,9.744125815577355e-05
22021,22039,0.00039125149604042956
22021,22041,0.03150105849400353
22021,22043,0.006042415927545109
22021,22045,0.0016295892923211814
22021,22047,0.0005145204613200736
22021,22049,0.002528017871566352
22021,22051,0.0012035879673182794
22021,22053,0.00022821915770637968
22021,22055,0.010830576655355513
22021,22057,0.0013872208842000875
22021,22059,0.09243294960700345
22021,22061,0.010327688050053815
22021,22063,0.0023811917584404705
22021,22065,0.0016727783099590328
22021,22067,0.008851897539391002
22021,22069,0.0010546941455476255
22021,22071,0.0019059775369989916
22021,22073,0.31577353428232635
22021,22075,2.8637488013182576e-05
22021,22077,0.00012349818845481725
22021,22079,0.028150347716510787
22021,22081,0.0008678271347344696
22021,22083,0.037585024641015964
22021,22085,0.00018580118403817216
22021,22087,0.00010029547276998798
22021,22089,7.865946100868964e-05
22021,22091,5.657203240034675e-05
22021,22093,1.949772864412346e-05
22021,22095,4.001504166360611e-05
22021,22097,0.001852161563919167
22021,22099,0.0005287014041809465
22021,22101,0.00010476477253356289
22021,22103,0.0007445529185104308
22021,22105,0.0003038279262740925
22021,22107,0.0007068953666689577
22021,22109,0.00031843309114271525
22021,22111,0.010447836204222221
22021,22113,0.0009345694590174329
22021,22115,0.0007684227562816338
22021,22117,4.075185432540917e-05
22021,22119,0.0007566088987512826
22021,22121,0.00027218740865205443
22021,22123,0.004559141911234619
22021,22125,9.666428638236058e-05
22021,22127,0.0023010169611439083
22023,22001,0.008477239592184138
22023,22003,0.01447977656551232
22023,22005,0.0008054354558271798
22023,22007,2.755722609437224e-05
22023,22009,0.0003018231058791235
22023,22011,0.01920733076069896
22023,22013,2.7819515519666737e-06
22023,22015,0.0006811268603682019
22023,22017,0.00015200273970137853
22023,22019,0.6363789481028661
22023,22021,3.9251025353960184e-05
22023,22023,0.19618380873778565
22023,22025,3.083747194776507e-06
22023,22027,4.373609375144026e-07
22023,22029,1.7346945797576585e-05
22023,22031,1.7915427858518834e-05
22023,22033,0.0029120991813974422
22023,22037,1.021636021441052e-05
22023,22039,0.0018383076771868547
22023,22041,5.842818594931376e-05
22023,22043,0.00027559243574805224
22023,22045,0.0017518246291934902
22023,22047,0.0010886130342093662
22023,22049,4.7917328437403903e-05
22023,22051,0.002903106733264867
22023,22053,0.047720006807318735
22023,22055,0.021299719556467346
22023,22057,0.0005872408715775425
22023,22059,0.00013731183064453502
22023,22061,1.80541567173815e-05
22023,22063,0.0007169668273509864
22023,22067,6.534149550989756e-05
22023,22069,0.00021270574020956667
22023,22071,0.00491437617298827
22023,22073,0.0001252027068180668
22023,22075,0.00041366396687659456
22023,22077,0.00018297825440294376
22023,22079,0.0015132274859517968
22023,22081,3.7927773856011854e-06
22023,22083,5.987377177367125e-07
22023,22085,0.0006296527624310275
22023,22087,0.003802617376365313
22023,22089,0.00011131017186574008
22023,22091,0.00013564474435512306
22023,22093,3.0526533507093374e-05
22023,22095,5.580083791843071e-05
22023,22097,0.0024628020627112776
22023,22099,0.0034392904659069404
22023,22101,0.0002278092094642649
22023,22103,0.001389165643044121
22023,22105,0.0004037747724997396
22023,22107,1.2025346166184933e-07
22023,22109,0.00140568746452357
22023,22111,0.00042758928664754427
22023,22113,0.015881518795532363
22023,22115,0.0033888285711586837
22023,22117,1.7278822368041926e-05
22023,22119,2.5564948325647957e-05
22023,22121,0.0005516807442347962
22023,22123,3.2065949362398943e-06
22023,22125,1.4968441219371724e-05
22023,22127,2.200293837308781e-05
22025,22001,0.0022903797501345126
22025,22003,0.003373867596171586
22025,22005,0.0006585588948504276
22025,22007,2.070998934325939e-05
22025,22009,0.02559969273948158
22025,22011,0.0004965745710675133
22025,22013,0.0002821034098600326
22025,22015,0.003828600533908879
22025,22017,0.010371569186405522
22025,22019,0.0015147599367418482
22025,22021,0.0053225559082852895
22025,22023,7.82476391913243e-06
22025,22025,0.24674091761270367
22025,22027,8.01673960110046e-05
22025,22029,0.15308513627672737
22025,22031,0.00039651471117916373
22025,22033,0.013886083936973914
22025,22035,0.0002472735228000283
22025,22037,0.00019804812940686534
22025,22039,0.004824991019933395
22025,22041,0.06285844799407483
22025,22043,0.025768526395243914
22025,22045,0.0017228764125498302
22025,22047,0.00014796570364095267
22025,22049,0.0003393693385186384
22025,22051,0.0005982974253963446
22025,22053,0.00031736154562285804
22025,22055,0.016046141141253363
22025,22057,0.0019208143908943465
22025,22059,0.14206731138134876
22025,22061,0.002237890320275341
22025,22063,0.0014385669628109619
22025,22065,0.0014146613793410685
22025,22067,0.0013672532916161621
22025,22069,0.003151710567397779
22025,22071,0.0022189656259287266
22025,22073,0.03218833621334977
22025,22075,5.721681838859999e-05
22025,22077,0.0006872209496267671
22025,22079,0.1958769951769266
22025,22081,0.000357887562557557
22025,22083,0.007250442196054771
22025,22085,0.0007387627166215613
22025,22087,2.312797039172652e-05
22025,22089,6.614291913633644e-05
22025,22091,1.6252148908198736e-05
22025,22093,2.2429754050321933e-05
22025,22095,6.529947296308128e-05
22025,22097,0.00265664328427548
22025,22099,0.0013583535077948653
22025,22101,0.0004965813546681189
22025,22103,0.0006198727180487232
22025,22105,0.00012410492529977174
22025,22107,0.003801082239228595
22025,22109,0.00044947441326691104
22025,22111,0.0010686927763602528
22025,22113,0.002972590100239984
22025,22115,0.004755506908947418
22025,22117,2.929191445145657e-05
22025,22119,0.0004982579984329319
22025,22121,0.0006859839724262727
22025,22123,0.0008764674422952217
22025,22125,0.0014063827019659973
22025,22127,0.004008110081503789
22027,22001,7.262743849133478e-05
22027,22003,0.0001173363208391679
22027,22005,0.0006064331162008446
22027,22007,3.047409783606815e-05
22027,22009,0.00040079422236848674
22027,22011,4.270030387886743e-05
22027,22013,0.04033729164755838
22027,22015,0.09824559492996018
22027,22017,0.0695552098711642
22027,22019,0.0003889497044620135
22027,22021,0.0005300860909985325
22027,22023,2.0109368695178996e-06
22027,22025,9.062725516616863e-05
22027,22027,0.31049773543422315
22027,22029,9.085457072263759e-05
22027,22031,0.003852952826080834
22027,22033,0.006719950323291418
22027,22035,0.000129692342424655
22027,22037,5.304399219922275e-05
22027,22039,6.967044472406677e-05
22027,22041,0.0008035064731170689
22027,22043,0.0003264823010171417
22027,22045,7.08609459514467e-05
22027,22047,9.462773856448904e-05
22027,22049,0.012379242800315046
22027,22051,0.004610743709687855
22027,22053,3.0265960452726742e-05
22027,22055,0.00047512418290230555
22027,22057,0.00022521342913505379
22027,22059,0.00016618606894422966
22027,22061,0.09178628415932139
22027,22063,0.0011853025043406108
22027,22065,0.0010629815608154281
22027,22067,0.0023963702992350453
22027,22069,0.001605226875179597
22027,22071,0.006059292869400289
22027,22073,0.024711859881660254
22027,22075,0.0003746283322964813
22027,22077,6.36301533533437e-05
22027,22079,0.004133316797344292
